20190212,528149263,1194,1550015146.1798296,107.0774101091789,7170.706588842011,93.83117842002204,1550015133.609888,289.13024171217256,[116.96119116 235.7621884 ],[  3.27743058 191.08715613   0.40726426  10.22553053   0.27412646
   0.57457623],__,-45.48999999999998,289.13024171217256,0.10115983287317025,
20190212,528149263,1197,1550015123.0176537,107.99908882843766,7134.793815354155,94.92604214180534,1550015111.372816,289.55162231772147,[117.78515104 235.86166816],[  3.53356487 191.07984377   0.46650155  11.64493121   0.35753612
   0.74136106],__,-45.51999999999998,289.55162231772147,0.06479501213540714,
20190215,528525050,1113,1550189300.6606317,159.19527053284767,7253.168151601501,105.67555008975812,1550189300.061333,316.7503105469859,[110.25549978 219.79830235],[4.22338333e+00 1.82685252e+02 1.81876998e-01 8.86379492e+00
 2.39805265e-01 5.90245483e-01],__,-45.309999999999974,316.7503105469859,0.022562001822553388,
20190215,528525050,1116,1550189284.3239753,160.31185024990836,7075.439435813598,107.0423339987778,1550189284.8699296,320.05597547460104,[ 82.26412689 109.75993943 129.10624639 136.21847772 219.28387921],[4.18843745e+00 1.81393507e+02 1.09371291e-01 8.52158005e+00
 2.13693213e-01 1.72553269e-01 2.43125125e-01 2.67593728e-01
 3.41209131e-01],__,-45.329999999999984,320.05597547460104,0.08373237358344712,
20190219,529424542,1114,1550619675.8679338,133.42749933227952,6511.613672139406,102.7625587260751,1550619671.0059364,317.06537702786005,[ 28.22783324  59.04273355 111.61989608 139.15873068 167.85301848
 184.5934101 ],[3.99757789e+00 1.84318076e+02 1.90989658e-01 1.01970452e+01
 1.68131397e-01 1.76052409e-01 2.75987532e-01 3.15708180e-01
 4.25196102e-01 4.95730927e-01],__,-46.50999999999999,317.06537702786005,0.1417312706214417,
20190220,529553357,1130,1550704466.507085,102.854017961662,6998.429748648456,106.01034026048372,1550704465.9950166,302.600295631266,[ 28.70309068  60.09530111  61.42394739  85.97193082 114.89287542
 143.48601623 171.98211438 201.71531632],[3.03727934e+00 1.91039620e+02 2.90563967e-01 9.87204151e+00
 8.80579309e-02 1.43670076e-01 1.22387672e-01 1.82426454e-01
 2.23425279e-01 2.23881575e-01 3.17236592e-01 4.08383289e-01],__,-46.589999999999975,302.600295631266,0.045115898781113155,
20190220,529553357,1131,1550704457.5506186,103.99214234848417,7037.734075405045,104.88200729604416,1550704455.987047,308.48672879839813,[ 28.75140144  60.0345684   61.55705018  86.37657749 115.19825484
 143.77320563 172.72392404 201.35495002],[2.93913218e+00 1.90841670e+02 2.07744581e-01 9.14982865e+00
 6.66299362e-02 1.10109544e-01 9.22594844e-02 1.58935805e-01
 1.70973980e-01 1.61936451e-01 2.45620655e-01 3.11905979e-01],__,-46.599999999999966,308.48672879839813,0.05075888528676379,
