20190222,529930264,1149,1550860802.5155153,101.98686053421271,2481.6668023239768,72.40453722635066,1550860759.4839785,321.51239897355816,[ 32.39020316  65.2228715   97.49826396 194.84941579],[1.49511614e+01 3.64849644e+02 1.43108862e-01 4.72516452e+01
 1.59613485e-01 2.35702814e-01 2.07337362e-01 4.39082181e-01],__,321.51239897355816,0.04517661550528134,
20190222,529930264,1174,1550860995.6431427,99.87667933920969,2908.903336568496,86.52356752069115,1550860967.7340257,308.96374836648255,[ 63.05184841  96.01386364 126.97736195 191.65154157],[1.35407729e+01 3.94570403e+02 2.96891202e-01 4.20640496e+01
 1.89137946e-01 1.39039501e-01 2.19763775e-01 2.92740877e-01],__,308.96374836648255,0.07534056000193154,
20190222,529930264,1186,1550861092.407377,107.9298255614277,2078.2170438116673,88.82977260208449,1550861064.1121979,330.1960108903592,[ 31.10801193  64.19491656  97.39731796 194.0558518  289.35066485],[1.68381914e+01 3.24132378e+02 8.99274390e-02 5.15575423e+01
 1.14275997e-01 1.58181956e-01 9.20252544e-02 2.14912695e-01
 3.79302343e-01],__,330.1960108903592,0.10773004588980008,
20190222,529948401,1107,1550867061.993478,108.00127294860131,3041.52208043322,97.74398990492979,1550867043.9612648,308.92679298403976,[ 96.67232558 193.41047377],[1.40395565e+01 3.95285503e+02 2.66951160e-01 4.04586359e+01
 1.95012824e-01 4.46961727e-01],__,308.92679298403976,0.09986028582127837,
20190222,529948401,1110,1550867031.7916818,93.27988198795671,2142.983944376831,109.4741118934287,1550867024.1167655,318.8205249907573,[ 94.3611212 188.6556147],[1.50963203e+01 3.49004874e+02 4.04982963e-01 5.19937504e+01
 2.23891244e-01 4.01038407e-01],__,318.8205249907573,0.03399288557449348,
20190222,529948401,1119,1550866958.433549,101.49204747847511,3125.7898918461924,100.87075177705378,1550866944.3874094,306.57958215664985,[ 32.23533078  64.54151386  96.52989865 193.89513459],[1.31319641e+01 4.04061608e+02 1.83808570e-01 3.97701115e+01
 1.17041063e-01 1.74633756e-01 1.08298012e-01 2.76318145e-01],__,306.57958215664985,0.07044502844978869,
